"Action","Receipt Date","Type","Application Number","Bank Name","Branch Name","Branch Address","City","State","County"
"Approved",2020-06-26,"Branch Establishment","2020-LB-BranchNew-314686","JPMorgan Chase Bank, NA","Alpharetta Street and Holcomb Bridge Road","SEC Alpharetta St aka Hwy 9 & Holcomb Bridge Rd aka Hwy 140","Roswell","GA","Fulton"
"Approved",2020-06-26,"Branch Establishment","2020-NE-BranchNew-314586","First NB of Pennsylvania","Biltmore Park Office","One Town Square Boulevard","Asheville","NC","Buncombe"
"Approved",2020-06-26,"Relocation","2020-LB-Relocation-314611","Citizens Bank, NA","Broad and Erie","3711 Germantown Avenue","Philadelphia","PA","Philadelphia"
"Consummated/Effective",2020-06-26,"Branch Closings","2020-LB-BranchClosing-313742","JPMorgan Chase Bank, NA","Collier Commons","22711 STATE ROUTE 54","LAND O LAKES","FL","Pasco"
"Consummated/Effective",2020-06-26,"Relocation","2020-SO-Relocation-315293","Lamar NB","Lamar National Bank - Celina","721 E. Pecan, Suite 100","Celina","TX","Collin"
"Receipt",2020-06-26,"Branch Closings","2020-WE-BranchClosing-315053","First National Bank, Ames, Iowa","Murray Office","415 Maple Street","Murray","IA","Clarke"
"Receipt",2020-06-26,"Branch Establishment","2020-LB-BranchNew-315048","Bank of America, NA","Summit","4023 Finn Way","Lexington","KY","Fayette"
"Consummated/Effective",2020-06-27,"Branch Establishment","2019-CE-BranchNew-311691","First Neighbor Bank, NA","First Neighbor Bank, National Association","150 Courthouse Square","Toledo","IL","Cumberland"
"Consummated/Effective",2020-06-29,"Business Combinations","2020-CE-Combination-314530","First NB of Waterloo"," "," "," "," "," "
"Receipt",2020-06-29,"Subsidiaries & Equities","2020-SO-Subs&Equities-315080","Citizens NB of Texas"," "," "," "," "," "
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315103","Wells Fargo Bank, N.A.","24th Street & Baseline","2250 EAST BASELINE ROAD","PHOENIX","AZ","Maricopa"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315093","Wells Fargo Bank, N.A.","40th Street & Thunderbird at Smith's","4025 EAST THUNDERBIRD","PHOENIX","AZ","Maricopa"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315099","Wells Fargo Bank, N.A.","43rd Avenue & Cactus at Smith's","4202 WEST CACTUS","PHOENIX","AZ","Maricopa"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315102","Wells Fargo Bank, N.A.","83rd Avenue & Lower Buckeye Road","2626 S. 83RD AVENUE","PHOENIX","AZ","Maricopa"
"Consummated/Effective",2020-06-29,"Branch Establishment","2019-LB-BranchNew-311318","JPMorgan Chase Bank, NA","Artesia and Atlantic","675 E Artesia Boulevard","Long Beach","CA","Los Angeles"
"Consummated/Effective",2020-06-29,"Branch Establishment","2019-LB-BranchNew-309440","JPMorgan Chase Bank, NA","Atlantic Station","NEC State Street NW and 17th Street NW","Atlanta","GA","Fulton"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315085","Wells Fargo Bank, N.A.","Broadway Road & Lindsay at Smith's","2727 EAST BROADWAY ROAD","MESA","AZ","Maricopa"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315060","Bank of America, NA","Concord Main Office","2020 WILLOW PASS ROAD","CONCORD","CA","Contra Costa"
"Receipt",2020-06-29,"Relocation","2020-LB-Relocation-315047","Bank of America, NA","Concord Main Office","2020 WILLOW PASS ROAD","CONCORD","CA","Contra Costa"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315084","Wells Fargo Bank, N.A.","Cortez","202 NORTH CORTEZ STREET","PRESCOTT","AZ","Yavapai"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315092","Wells Fargo Bank, N.A.","Doral Branch Office","4995 NORTHWEST 72ND AVENUE","MIAMI","FL","Dade"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315096","Wells Fargo Bank, N.A.","E. Greenway & 64th Branch","6321 E. GREENWAY","SCOTTSDALE","AZ"," "
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315100","Wells Fargo Bank, N.A.","Flagstaff at Smith's","201 SWITZER ROAD","FLAGSTAFF","AZ","Coconino"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315101","Wells Fargo Bank, N.A.","Gantzel & Combs Road","155 WEST COMBS ROAD","QUEEN CREEK","AZ","Pinal"
"Receipt",2020-06-29,"Branch Establishment","2020-LB-BranchNew-315062","Bank of America, NA","Hilliard","Hilliard Rome Rd and Westchester Woods Blvd","Hilliard","OH","Franklin"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315081","Wells Fargo Bank, N.A.","Holcomb Corners","3374 HOLCOMB BRIDGE RD","NORCROSS","GA","Gwinnett"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315087","Wells Fargo Bank, N.A.","Hudson Square","14048 HIGHWAY 19 NORTH","HUDSON","FL","Pasco"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315090","Wells Fargo Bank, N.A.","Jahnke Road","7012 MARLOWE ROAD","RICHMOND","VA","Richmond City"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315089","Wells Fargo Bank, N.A.","Keyport","2 E. FRONT STREET","KEYPORT","NJ","Monmouth"
"Consummated/Effective",2020-06-29,"Branch Establishment","2019-CE-BranchNew-310940","Resource Bank NA","Kirkland Branch","419 Main Street","Kirkland","IL","Dekalb"
"Consummated/Effective",2020-06-29,"Branch Establishment","2018-LB-BranchNew-304532","JPMorgan Chase Bank, NA","Lakewood Cedarbridge Avenue","1797 Avenue of the States","Lakewood","NJ","Ocean"
"Consummated/Effective",2020-06-29,"Branch Establishment","2019-LB-BranchNew-310498","JPMorgan Chase Bank, NA","Livingston and SR-54","23434 SR-54","Lutz","FL","Pasco"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315088","Wells Fargo Bank, N.A.","Mandarin Office","10600 SAN JOSE BOULEVARD","JACKSONVILLE","FL","Duval"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315086","Wells Fargo Bank, N.A.","N.W. Grand & 107th","10660 NW GRAND","SUN CITY","AZ","Maricopa"
"Consummated/Effective",2020-06-29,"Branch Closings","2020-LB-BranchClosing-312921","JPMorgan Chase Bank, NA","North 40th Ave Fred Meyer","1206 N 40TH AVE, STE A","YAKIMA","WA","Yakima"
"Receipt",2020-06-29,"Branch Closings","2020-CE-BranchClosing-315066","Merchants NB","Not Given","314 WASHINGTON STREET","HIGGINSPORT","OH","Brown"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315095","Wells Fargo Bank, N.A.","Pecos & Higley","3261 E. PECOS ROAD","GILBERT","AZ","Maricopa"
"Deleted",2020-06-29,"Branch Closings","2020-CE-BranchClosing-315032","First Texoma NB","Post Oak Crossing Branch","3401 HIGHWAY 1417","SHERMAN","TX","Grayson"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315091","Wells Fargo Bank, N.A.","Redan Village Office","4798 REDAN ROAD","STONE MOUNTAIN","GA","Dekalb"
"Consummated/Effective",2020-06-29,"Branch Establishment","2019-LB-BranchNew-311233","JPMorgan Chase Bank, NA","Rosecrans","1005 Rosecrans St, Ste 101","San Diego","CA","San Diego"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315083","Wells Fargo Bank, N.A.","Sioux Falls - Richmond Hills Branch","910 NORTH SYCAMORE AVENUE","SIOUX FALLS","SD","Minnehaha"
"Receipt",2020-06-29,"Relocation","2020-NE-Relocation-315181","Windsor FS&LA","South Windsor Branch","152 Deming Street","South Windsor","CT","Hartford"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315098","Wells Fargo Bank, N.A.","Southern & Rural at Smith's Food & Drug","3225 S. RURAL ROAD","TEMPE","AZ","Maricopa"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315094","Wells Fargo Bank, N.A.","West Medford Branch","2199 W. MAIN STREET","MEDFORD","OR","Jackson"
"Receipt",2020-06-29,"Branch Closings","2020-LB-BranchClosing-315097","Wells Fargo Bank, N.A.","Williams Filed & Gilbert","87 EAST WILLIAMS FIELD ROAD","GILBERT","AZ","Maricopa"
"Receipt",2020-06-30,"Business Combinations","2020-NE-Combination-315143","First NB"," "," "," "," "," "
"Approved",2020-06-30,"Relocation","2020-SO-Relocation-314825","Finemark NB&T"," "," "," "," "," "
"Consummated/Effective",2020-06-30,"Subsidiaries & Equities","2020-LB-Subs&Equities-315309","Capital One, NA"," "," "," "," "," "
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315116","Wells Fargo Bank, N.A.","9000 Sunset","9000 WEST SUNSET BOULEVARD","LOS ANGELES","CA","Los Angeles"
"Consummated/Effective",2020-06-30,"Branch Closings","2020-LB-BranchClosing-314114","Capital One, NA","American University","4400 MASSACHUSETTS AVENUE NW","WASHINGTON","DC","District of Columbia"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315127","Wells Fargo Bank, N.A.","Boynton Birchwood","1550 WEST BOYNTON BEACH BLVD","BOYNTON BEACH","FL","Palm Beach"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315110","Wells Fargo Bank, N.A.","Buckhead Loop Branch","3465 BUCKHEAD LOOP","ATLANTA","GA","Fulton"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315123","Wells Fargo Bank, N.A.","Century Park East","1840 CENTURY PARK EAST","LOS ANGELES","CA","Los Angeles"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315124","Wells Fargo Bank, N.A.","Chandler & 40th Fry's","3949 EAST CHANDLER BOULEVARD","PHOENIX","AZ","Maricopa"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315117","Wells Fargo Bank, N.A.","Conover Main Branch","106 FIRST AVENUE SOUTH","CONOVER","NC","Catawba"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315126","Wells Fargo Bank, N.A.","Croydon","399 BRITOL PIKE","CROYDON","PA","Bucks"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315131","Wells Fargo Bank, N.A.","Downtown Bradenton","303 9TH STREET WEST","BRADENTON","FL","Manatee"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315129","Wells Fargo Bank, N.A.","Downtown Huntsville","409 MADISON STREET SE","HUNTSVILLE","AL","Madison"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315130","Wells Fargo Bank, N.A.","Dumont Office","2 WEST MADISON AVENUE","DUMONT","NJ","Bergen"
"Consummated/Effective",2020-06-30,"Branch Closings","2019-LB-BranchClosing-311391","Bank of America, NA","East Vineland","3600 EAST LANDIS AVENUE, SUITE 25","VINELAND","NJ","Cumberland"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315106","Wells Fargo Bank, N.A.","Eustis Office","21 NORTH GROVE STREET","EUSTIS","FL","Lake"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315119","Wells Fargo Bank, N.A.","Garden City Office","3301 CHINDEN BOULEVARD","GARDEN CITY","ID","Ada"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315115","Wells Fargo Bank, N.A.","Green River Office","125 WEST FLAMING GORGE WAY","GREEN RIVER","WY","Sweetwater"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315125","Wells Fargo Bank, N.A.","Jacksboro Highway","4516 JACKSBORO HIGHWAY","WICHITA FALLS","TX","Wichita"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315111","Wells Fargo Bank, N.A.","Ketchikan Branch","409 DOCK STREET","KETCHIKAN","AK","Ketchikan Gateway"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315113","Wells Fargo Bank, N.A.","La Cienega & Wilshire","8501 WILSHIRE BOULEVARD","BEVERLY HILLS","CA","Los Angeles"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315118","Wells Fargo Bank, N.A.","Lynden","1780 FRONT STREET","LYNDEN","WA","Whatcom"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315120","Wells Fargo Bank, N.A.","Minneapolis Campus","2710 WELLS FARGO WAY","MINNEAPOLIS","MN","Hennepin"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315109","Wells Fargo Bank, N.A.","Mission Pacific Beach Office","4315 MISSION","PACIFIC BEACH","CA","San Diego"
"Approved",2020-06-30,"Branch Establishment","2020-LB-BranchNew-314742","JPMorgan Chase Bank, NA","Moorestown W Main Street","SWC West Main Street and North Close","Moorestown","NJ","Burlington"
"Consummated/Effective",2020-06-30,"Branch Closings","2020-WE-BranchClosing-313956","First NB Alaska","Parkway Branch","5305 EAST NORTHERN LIGHTS BOULEVARD","ANCHORAGE","AK","Anchorage"
"Consummated/Effective",2020-06-30,"Branch Closings","2019-LB-BranchClosing-312284","JPMorgan Chase Bank, NA","South Flint Plaza","4841 Fenton Rd","FLINT","MI","Genesee"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315108","Wells Fargo Bank, N.A.","Sutherlin In-Store","811 EAST CENTRAL STREET","SUTHERLIN","OR","Douglas"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315121","Wells Fargo Bank, N.A.","Tacoma Downton","1001 PACIFIC AVENUE, SUITE A","TACOMA","WA","Pierce"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315112","Wells Fargo Bank, N.A.","Vernal Walmart Office","1851 WEST HIGHWAY 40","VERNAL","UT","Uintah"
"Receipt",2020-06-30,"Branch Closings","2020-LB-BranchClosing-315114","Wells Fargo Bank, N.A.","Viera","8490 N WICKHAM RD","VIERA","FL","Brevard"
"Consummated/Effective",2020-06-30,"Branch Closings","2020-LB-BranchClosing-314082","U.S. Bank NA","Wauwatosa Meijer Branch","11111 W. Burleigh Street","Wauwatosa","WI","Milwaukee"
"Withdrawn",2020-07-01,"Business Combinations","2020-SO-Combination-313068","Investar Bank, NA"," "," "," "," "," "
"Consummated/Effective",2020-07-01,"Business Combinations","2020-NE-Combination-313418","Northfield Bank"," "," "," "," "," "
"Approved",2020-07-01,"Business Combinations","2020-NE-Combination-314690","Patriot Bank, NA"," "," "," "," "," "
"Consummated/Effective",2020-07-01,"Corporate Title Change","2020-SO-TitleChange-314602","First NB of Gilmer"," "," "," "," "," "
"Receipt",2020-07-01,"Relocation","2020-NE-Relocation-314868","Sterling NB"," "," "," "," "," "
"Receipt",2020-07-01,"Branch Establishment","2020-LB-BranchNew-315166","Bank of America, NA","336 Marketplace","247 S Loop 336, Ste 100","Conroe","TX","Montgomery"
"Receipt",2020-07-01,"Branch Establishment","2020-SO-BranchNew-315345","BancCentral, NA","Cherokee Branch","105 North Grand Avenue","Cherokee","OK","Alfalfa"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Coral Gables Branch","2222 PONDE DE LEON BOULEVARD, SUITE 100","CORAL GABLES","FL","Dade"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Courier Service","201 SOUTH ORANGE AVE. SUITE 1350","ORLANDO","FL","Orange"
"Receipt",2020-07-01,"Branch Establishment","2020-LB-BranchNew-315136","Bank of America, NA","Downtown SLC","280 S. Main St","Salt Lake City","UT","Salt Lake"
"Receipt",2020-07-01,"Branch Closings","2020-NE-BranchClosing-315157","People's United Bank, NA","East Hills Branch","401 Glen Cove Road","East Hills","NY","Nassau"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314162","First NB of Manchester","First National Bank of Manchester","801 WEST MAIN STREET","WOODBURY","TN","Cannon"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314162","First NB of Manchester","FNB of Rutherford County, Branch of FNB of Manchester, Tn","2230 MERCURY BLVD","MURFREESBORO","TN","Rutherford"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314162","First NB of Manchester","Hillsboro Road Branch","1814 HILLSBORO ROAD","MANCHESTER","TN","Coffee"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Lake Mary Office","100 Colonial Center Parkway, Suite 100","Lake Mary","FL","Seminole"
"Consummated/Effective",2020-07-01,"Branch Establishment","2019-SO-BranchNew-306961","First NB of Jeanerette","Layayette Branch","1801 Camellia Blvd.","Lafayette","LA","Lafayette"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Naples Branch","3001 Tamiami Trail North, Suite 204","Naples","FL","Collier"
"Receipt",2020-07-01,"Branch Closings","2020-NE-BranchClosing-315158","People's United Bank, NA","Old Greenwich Branch","146 Sound Beach Avenue","Old Greenwich","CT","Fairfield"
"Consummated/Effective",2020-07-01,"Terminations","2018-SO-Termination-302605","First NB of Brundidge","Park Street Branch","615 PARK STREET","TROY","AL","Pike"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Sarasota Office","1991 MAIN STREET","SARASOTA","FL","Sarasota"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Seaside National Bank & Trust - Boca Raton Office","1800 NORTH MILITARY TRAIL, SUITE 100","BOCA RATON","FL","Palm Beach"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Seaside National Bank & Trust - Palm Beach Office","420 ROYAL PALM WAY, SUITE 220","PALM BEACH","FL","Palm Beach"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Seaside National Bank & Trust - Stuart Office","309 SOUTHEAST OSCEOLA STREET, SUITE 106","STUART","FL","Martin"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Seaside National Bank & Trust - Tampa Office","5426 BAY CENTER DRIVE","TAMPA","FL","Hillsborough"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Seaside National Bank & Trust- Ponte Vedra Beach Office","820 HIGHWAY NORTH A1A, SUITE E-11","PONTE VEDRA BEACH","FL","St. Johns"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Seaside National Bank & Trust-Fort Lauderdale Office","450 EAST LAS OLAS BOULEVARD, SUITE 150","FORT LAUDERDALE","FL","Broward"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Seaside National Bank & Trust-Palm Beach Gardens Office","4290 PROFESSIONAL CENTER DRIVE STE. 201,202,203,&204","PALM BEACH GARDENS","FL","Palm Beach"
"Receipt",2020-07-01,"Branch Closings","2020-LB-BranchClosing-315160","Citizens Bank, NA","Trenton/West Road Branch","3635 WEST ROAD","TRENTON","MI","Wayne"
"Receipt",2020-07-01,"Relocation","2020-LB-Relocation-315162","Citizens Bank, NA","Trenton/West Road Branch","3635 WEST ROAD","TRENTON","MI","Wayne"
"Receipt",2020-07-01,"Branch Establishment","2020-LB-BranchNew-315155","Bank of America, NA","Western Village","6123 Glenway Ave","Cincinnati","OH","Hamilton"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Windermere Branch Office","4705 SOUTH APOPKA VINELAND ROAD, SUITE 120","ORLANDO","FL","Orange"
"Consummated/Effective",2020-07-01,"Terminations","2020-SO-Termination-314455","Seaside NB & Trust","Winter Park Offices","700 WEST MORSE BOULEVARD, SUITE 100","WINTER PARK","FL","Orange"
"Approved",2020-07-02,"Relocation","2020-CE-Relocation-314655","First NB of Le Center"," "," "," "," "," "
"Receipt",2020-07-02,"Branch Establishment","2020-LB-BranchNew-315167","Bank of America, NA","Bay Shore","838 Sunrise Hwy","Bay Shore","NY","Suffolk"
"Receipt",2020-07-02,"Relocation","2020-WE-Relocation-315029","Washington Federal Bank, NA","Camelback","2196 East Camelback Road","Phoenix","AZ","Maricopa"
